"TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"Germany","Defensa","-DC-DMC-",192,90,"Mats","Hummels",1988-12-15 19:00:00,2,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Mats Hummels",25,6,0,2,0,0,0,2,0,289,253,14,7,16,11,5,4,29,6,3,2,4,0,0,3,2,0,2,2,1,0,26,18,2,1
"Germany","Mediocampo","-MC-ML-MR-",182,78,"Toni","Kroos",1990-01-03 19:00:00,3,"M(CLR)","Midfielder (Center, Left, Right)","Toni Kroos",24,7,0,1,0,0,0,2,3,605,544,1,7,15,4,8,0,3,7,16,5,0,0,14,5,12,0,10,3,43,10,80,67,2,0
"Germany","Defensa","-DL-DMC-DR-",170,66,"Philipp","Lahm",1983-11-10 19:00:00,4,"D(LR),DM(C)","Defender (Left, Right) / Defensive Midfielder (Center)","Philipp Lahm",30,7,0,0,1,0,0,0,2,584,530,4,0,14,8,3,3,23,5,3,1,5,0,8,5,9,0,3,6,8,3,33,28,5,0
"Germany","Arquero","-GK-",193,92,"Manuel","Neuer",1986-03-26 19:00:00,5,"GK","Goalkeeper","Manuel Neuer",28,7,0,0,0,0,0,0,0,231,176,2,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,115,63,0,0
"Germany","Defensa","-DC-DL-DR-",187,80,"Benedikt","Höwedes",1988-02-28 19:00:00,6,"D(CLR)","Defender (Center, Left, Right)","Benedikt Höwedes",26,7,0,0,2,0,0,0,1,280,235,16,10,17,7,10,5,28,5,5,1,4,0,1,1,7,1,6,6,2,0,6,1,1,0
"Germany","Defensa","-DC-DL-DR-",192,90,"Jerome","Boateng",1988-09-02 19:00:00,7,"D(CLR)","Defender (Center, Left, Right)","Jerome Boateng",25,7,0,1,0,0,0,0,0,390,323,9,4,17,10,4,1,34,5,1,0,4,0,2,0,3,0,2,1,11,3,56,31,0,0
"Germany","Mediocampo","-AMC-AML-AMR-",183,76,"Mesut","Özil",1988-10-14 19:00:00,8,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Mesut Özil",25,7,0,4,0,0,0,1,1,366,318,1,0,9,0,4,0,0,10,9,4,0,0,17,11,8,3,15,15,10,4,10,7,4,2
"Germany","Mediocampo","-MC-",183,79,"Bastian","Schweinsteiger",1984-07-31 19:00:00,9,"M(C)","Midfielder (Center)","Bastian Schweinsteiger",30,5,1,2,2,0,0,0,0,429,384,6,3,13,2,11,0,10,7,6,2,1,0,5,1,16,0,7,2,6,1,26,23,2,1
"Germany","Mediocampo","-AMC-AML-AMR-FW-",176,64,"Mario","Götze",1992-06-02 19:00:00,10,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Mario Götze",22,3,3,2,0,0,0,2,0,130,109,4,4,9,2,6,0,2,2,9,6,0,0,3,4,6,0,7,3,3,2,3,2,1,1
"Germany","Mediocampo","-AMC-AML-AMR-FW-",183,72,"André","Schürrle",1990-11-05 19:00:00,11,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","André Schürrle",23,0,6,0,0,0,0,3,1,120,100,2,3,8,4,7,0,3,2,15,9,0,0,3,1,2,2,3,5,9,1,4,4,2,1
"Germany","Mediocampo","-DMC-",189,85,"Sami","Khedira",1987-04-03 18:00:00,12,"DM(C)","Defensive Midfielder (Center)","Sami Khedira",27,4,1,2,1,0,0,1,1,227,193,3,5,3,2,6,0,6,8,4,2,0,0,5,4,6,0,4,1,1,1,9,4,1,0
"Germany","Delantero","-AMC-FW-",184,84,"Miroslav","Klose",1978-06-08 19:00:00,13,"AM(C),FW","Attacking Midfielder (Center) / Forward","Miroslav Klose",36,3,2,3,0,0,0,2,0,64,39,8,8,7,2,8,0,1,2,7,5,0,0,0,1,5,1,8,7,2,1,2,1,1,0
"Germany","Defensa","-DC-",198,90,"Per","Mertesacker",1984-09-28 19:00:00,14,"D(C)","Defender (Center)","Per Mertesacker",29,4,2,0,0,0,0,0,0,318,297,14,4,2,5,3,6,34,2,1,1,2,0,0,0,3,0,0,1,0,0,15,10,0,0
"Germany","Defensa","-DC-DR-",184,73,"Shkodran","Mustafi",1992-04-16 19:00:00,15,"D(CR)","Defender (Center, Right)","Shkodran Mustafi",22,1,2,1,0,0,0,0,0,61,53,5,2,1,0,1,1,4,0,1,1,0,0,2,0,0,1,0,0,4,1,3,3,0,0
"Germany","Mediocampo","-AMC-AML-",185,74,"Julian","Draxler",1993-09-19 19:00:00,16,"AM(CL)","Attacking Midfielder (Center, Left)","Julian Draxler",20,0,1,0,0,0,0,0,0,8,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
"Germany","Delantero","-AMC-AML-FW-",182,83,"Lukas","Podolski",1985-06-03 19:00:00,17,"AM(CL),FW","Attacking Midfielder (Center, Left) / Forward","Lukas Podolski",29,1,1,1,0,0,0,0,0,33,29,1,0,4,1,0,0,0,0,2,0,0,0,0,0,1,1,2,1,2,0,1,0,0,0
"Germany","Mediocampo","-MC-",189,82,"Christoph","Kramer",1991-02-18 19:00:00,18,"M(C)","Midfielder (Center)","Christoph Kramer",23,1,2,1,0,0,0,0,0,18,15,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0
"Germany","Defensa","-DL-",183,73,"Erik","Durm",1992-05-11 19:00:00,19,"D(L)","Defender (Left)","Erik Durm",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","Defensa","-DR-MC-ML-MR-",186,72,"Kevin","Großkreutz",1988-07-18 19:00:00,20,"D(R),M(CLR)","Defender (Right) / Midfielder (Center, Left, Right)","Kevin Großkreutz",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","Defensa","-DC-DMC-",188,85,"Matthias","Ginter",1994-01-18 19:00:00,21,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Matthias Ginter",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","Arquero","-GK-",188,85,"Roman","Weidenfeller",1980-08-05 19:00:00,22,"GK","Goalkeeper","Roman Weidenfeller",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Germany","Arquero","-GK-",188,83,"Ron-Robert","Zieler",1989-02-11 19:00:00,23,"GK","Goalkeeper","Ron-Robert Zieler",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands","Mediocampo","-AML-AMR-FW-",180,80,"Arjen","Robben",1984-01-22 19:00:00,1,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Arjen Robben",30,7,0,0,1,0,0,3,1,211,183,9,15,2,1,10,0,0,4,19,9,0,0,17,34,28,5,16,24,39,13,11,8,4,1
"Netherlands","Defensa","-DC-",189,78,"Stefan","de Vrij",1992-02-04 19:00:00,2,"D(C)","Defender (Center)","Stefan de Vrij",22,7,0,1,1,0,0,1,0,378,324,18,3,26,25,10,1,50,5,5,2,4,0,1,6,3,1,2,1,2,0,66,42,0,0
"Netherlands","Defensa","-DC-",189,80,"Ron","Vlaar",1985-02-15 19:00:00,3,"D(C)","Defender (Center)","Ron Vlaar",29,7,0,0,0,0,0,0,0,296,269,18,4,17,21,5,7,63,5,4,1,5,0,0,2,2,0,1,0,0,0,63,48,1,0
"Netherlands","Mediocampo","-DL-DMC-ML-",180,72,"Daley","Blind",1990-03-08 19:00:00,4,"D(L),DM(C),M(L)","Defender (Left) / Defensive Midfielder (Center) / Midfielder (Left)","Daley Blind",24,7,0,1,1,0,0,1,3,342,299,7,3,22,12,10,3,16,14,3,1,0,0,8,1,5,0,2,6,6,1,53,40,2,2
"Netherlands","Defensa","-DR-",185,80,"Daryl","Janmaat",1989-07-21 19:00:00,5,"D(R)","Defender (Right)","Daryl Janmaat",25,3,2,0,0,0,0,0,2,141,107,4,1,17,10,8,1,12,3,0,0,1,0,5,2,1,1,3,4,7,2,13,7,3,1
"Netherlands","Delantero","-AML-",176,78,"Memphis","Depay",1994-02-12 19:00:00,6,"AM(L)","Attacking Midfielder (Left)","Memphis Depay",20,1,3,1,0,0,0,2,1,58,45,2,0,2,2,3,0,2,2,6,4,0,0,2,9,5,2,7,3,7,0,1,0,2,1
"Netherlands","Mediocampo","-MC-",188,79,"Leroy","Fer",1990-01-04 19:00:00,7,"M(C)","Midfielder (Center)","Leroy Fer",24,0,1,0,0,0,0,1,0,3,3,2,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Netherlands","Delantero","-FW-",183,71,"Robin","van Persie",1983-08-05 19:00:00,8,"FW","Forward","Robin van Persie",31,6,0,4,2,0,0,4,0,114,78,12,16,2,2,18,0,7,4,16,12,0,0,2,6,7,12,12,8,6,0,9,8,1,1
"Netherlands","Mediocampo","-AMC-AML-AMR-FW-",184,77,"Dirk","Kuyt",1980-07-21 19:00:00,9,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Dirk Kuyt",34,5,0,1,0,0,0,0,0,282,212,15,15,6,9,4,0,15,6,4,0,0,0,4,6,0,0,3,3,17,2,28,17,1,1
"Netherlands","Mediocampo","-AMC-AML-",170,67,"Wesley","Sneijder",1984-06-08 19:00:00,10,"AM(CL)","Attacking Midfielder (Center, Left)","Wesley Sneijder",30,6,0,1,0,0,0,1,1,293,234,0,4,4,2,7,0,1,6,18,4,0,0,11,3,6,0,9,3,27,4,37,22,1,1
"Netherlands","Mediocampo","-MC-",169,66,"Jordy","Clasie",1991-06-26 19:00:00,11,"M(C)","Midfielder (Center)","Jordy Clasie",23,1,1,1,0,0,0,0,0,77,65,3,0,5,4,2,0,4,5,1,0,0,0,0,2,1,0,1,0,1,1,8,6,0,0
"Netherlands","Mediocampo","-AMC-",173,69,"Georginio","Wijnaldum",1990-11-10 19:00:00,12,"AM(C)","Attacking Midfielder (Center)","Georginio Wijnaldum",23,5,2,0,0,0,0,1,0,227,199,11,7,5,0,6,0,11,4,5,2,0,0,2,7,9,1,3,0,1,1,22,19,0,0
"Netherlands","Mediocampo","-DMC-",174,72,"Nigel","de Jong",1984-11-29 19:00:00,13,"DM(C)","Defensive Midfielder (Center)","Nigel de Jong",29,5,0,2,0,0,0,0,0,150,124,1,2,11,8,8,0,5,5,2,2,1,0,0,0,5,0,1,0,0,0,35,28,0,0
"Netherlands","Arquero","-GK-",188,82,"Jasper","Cillessen",1989-04-21 19:00:00,14,"GK","Goalkeeper","Jasper Cillessen",25,7,0,2,0,0,0,0,0,146,87,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,93,35,0,0
"Netherlands","Defensa","-DC-DL-",187,76,"Bruno","Martins Indi",1992-02-07 19:00:00,15,"D(CL)","Defender (Center, Left)","Bruno Martins Indi",22,5,1,3,2,0,0,0,0,274,250,1,4,14,5,11,4,9,9,0,0,2,0,1,0,3,0,1,2,2,0,45,31,0,0
"Netherlands","Mediocampo","-MC-MR-",174,70,"Jonathan","de Guzmán",1987-09-12 19:00:00,16,"M(CR)","Midfielder (Center, Right)","Jonathan de Guzmán",26,3,0,2,2,0,0,0,1,87,76,4,1,0,3,8,0,0,2,1,0,0,0,2,2,0,0,3,4,3,1,9,8,0,0
"Netherlands","Delantero","-AMR-FW-",186,78,"Klaas-Jan","Huntelaar",1983-08-11 19:00:00,17,"AM(R),FW","Attacking Midfielder (Right) / Forward","Klaas-Jan Huntelaar",30,0,3,0,2,0,0,1,1,21,18,0,5,1,1,3,0,0,0,1,1,0,0,2,0,0,1,0,2,0,0,3,2,0,0
"Netherlands","Defensa","-DC-",184,75,"Joël","Veltman",1992-01-14 19:00:00,18,"D(C)","Defender (Center)","Joël Veltman",22,0,2,0,0,0,0,0,0,9,5,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0
