"","PlayerId","TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"51",5780,"Brazil","Defensa","-DC-DR-",173,64,"Daniel","Alves da Silva",1983-05-05 19:00:00,5,"D(CR)","Defender (Center, Right)","Dani Alves",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",5840,"Argentina","Defensa","-DC-DMC-",184,80,"Martín","Demichelis",1980-12-19 19:00:00,7,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Martín Demichelis",33,1,0,0,0,0,0,0,0,32,27,3,4,0,3,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0
"154",6040,"Germany","Delantero","-AMC-AML-FW-",182,83,"Lukas","Podolski",1985-06-03 19:00:00,16,"AM(CL),FW","Attacking Midfielder (Center, Left) / Forward","Lukas Podolski",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",6235,"France","Mediocampo","-DMC-",172,64,"Rio","Mavuba",1984-03-07 19:00:00,19,"DM(C)","Defensive Midfielder (Center)","Rio Mavuba",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",6292,"Germany","Defensa","-DC-",198,90,"Per","Mertesacker",1984-09-28 19:00:00,6,"D(C)","Defender (Center)","Per Mertesacker",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",6410,"France","Defensa","-DL-",173,76,"Patrice","Evra",1981-05-14 19:00:00,8,"D(L)","Defender (Left)","Patrice Evra",33,1,0,0,0,0,0,0,0,37,23,4,2,4,0,4,0,4,0,0,0,0,0,1,2,3,0,2,0,4,1,6,1,0,0
"66",6683,"Brazil","Defensa","-DC-",188,87,"Dante Bonfim","Costa Santos",1983-10-17 19:00:00,20,"D(C)","Defender (Center)","Dante",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",7415,"Argentina","Defensa","-DC-DMC-",174,74,"Javier","Mascherano",1984-06-07 19:00:00,3,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Javier Mascherano",30,1,0,0,0,0,0,0,0,44,39,1,2,3,1,1,0,7,0,0,0,2,0,2,0,1,0,0,1,0,0,10,7,1,0
"171",7516,"Netherlands","Mediocampo","-AMC-AML-AMR-FW-",184,77,"Dirk","Kuyt",1980-07-21 19:00:00,10,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Dirk Kuyt",33,1,0,0,0,0,0,0,0,73,55,6,4,0,0,1,0,3,1,1,0,0,0,1,2,0,0,1,0,7,1,6,4,0,0
"55",8007,"Brazil","Defensa","-DR-",184,77,"Maicon Douglas","Sisenando",1981-07-25 19:00:00,9,"D(R)","Defender (Right)","Maicon",32,1,0,0,0,0,0,0,0,29,21,1,1,2,3,2,0,2,1,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0
"175",8013,"Netherlands","Delantero","-AMR-FW-",186,78,"Klaas-Jan","Huntelaar",1983-08-11 19:00:00,14,"AM(R),FW","Attacking Midfielder (Right) / Forward","Klaas-Jan Huntelaar",30,0,1,0,1,0,0,0,0,6,4,0,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0
"30",10136,"Belgium","Defensa","-DC-",190,85,"Vincent","Kompany",1986-04-09 18:00:00,7,"D(C)","Defender (Center)","Vincent Kompany",28,1,0,0,0,0,0,0,0,41,34,1,0,5,3,1,0,3,1,1,0,1,0,0,1,1,0,2,1,0,0,8,5,0,0
"36",10138,"Belgium","Defensa","-DR-",185,78,"Anthony","Vanden Borre",1987-10-23 19:00:00,13,"D(R)","Defender (Right)","Anthony Vanden Borre",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",10209,"Belgium","Defensa","-DC-DL-",180,75,"Thomas","Vermaelen",1985-11-13 19:00:00,19,"D(CL)","Defender (Center, Left)","Thomas Vermaelen",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1",11119,"Argentina","Delantero","-AMR-FW-",169,67,"Lionel","Messi",1987-06-23 19:00:00,1,"AM(R),FW","Attacking Midfielder (Right) / Forward","Lionel Messi",27,1,0,0,0,0,0,0,0,24,19,0,0,2,0,3,0,0,0,2,1,0,0,1,5,2,0,5,2,3,0,5,4,2,1
"120",11367,"France","Defensa","-DR-",177,76,"Mathieu","Debuchy",1985-07-27 19:00:00,5,"D(R)","Defender (Right)","Mathieu Debuchy",28,1,0,0,0,0,0,0,0,33,25,2,0,5,2,1,0,6,0,0,0,0,0,0,0,2,1,0,1,1,0,4,4,0,0
"33",12187,"Belgium","Mediocampo","-FW-MC-MR-",185,82,"Mousa","Dembélé",1987-07-15 19:00:00,10,"M(CR),FW","Midfielder (Center, Right) / Forward","Mousa Dembélé",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",12376,"France","Mediocampo","-MC-",175,71,"Yohan","Cabaye",1986-01-13 19:00:00,10,"M(C)","Midfielder (Center)","Yohan Cabaye",28,1,0,1,0,0,0,0,0,46,37,0,2,4,4,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,8,4,0,0
"146",13754,"Germany","Arquero","-GK-",193,92,"Manuel","Neuer",1986-03-26 19:00:00,8,"GK","Goalkeeper","Manuel Neuer",28,1,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0
"143",13756,"Germany","Mediocampo","-AMC-AML-AMR-",183,76,"Mesut","Özil",1988-10-14 19:00:00,5,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Mesut Özil",25,1,0,1,0,0,0,0,0,26,22,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,1,1,1,0,0
"152",13764,"Germany","Mediocampo","-DMC-",189,85,"Sami","Khedira",1987-04-03 18:00:00,14,"DM(C)","Defensive Midfielder (Center)","Sami Khedira",27,1,0,0,1,0,0,0,0,35,27,0,1,1,0,2,0,2,3,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0
"102",14051,"Costa Rica","Delantero","-AMC-AMR-",188,78,"Bryan","Ruiz",1985-08-17 19:00:00,10,"AM(CR)","Attacking Midfielder (Center, Right)","Bryan Ruiz",28,1,0,0,0,0,0,0,0,40,31,0,2,0,1,1,0,1,0,0,0,0,0,2,0,2,0,5,3,0,0,4,2,1,0
"77",14063,"Colombia","Defensa","-DC-DR-",186,78,"Cristian","Zapata",1986-09-29 19:00:00,8,"D(CR)","Defender (Center, Right)","Cristian Zapata",27,1,0,0,0,0,0,0,0,21,14,2,0,3,1,3,0,4,1,1,0,0,0,0,0,3,0,0,0,0,0,3,1,0,0
"76",14067,"Colombia","Mediocampo","-MC-",185,82,"Abel","Aguilar",1985-01-05 19:00:00,7,"M(C)","Midfielder (Center)","Abel Aguilar",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",14079,"Argentina","Defensa","-DC-",185,80,"Ezequiel","Garay",1986-10-09 19:00:00,5,"D(C)","Defender (Center)","Ezequiel Garay",27,1,0,0,0,0,0,0,0,25,22,4,1,1,5,1,2,12,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0
"167",14107,"Netherlands","Defensa","-DC-",189,80,"Ron","Vlaar",1985-02-15 19:00:00,6,"D(C)","Defender (Center)","Ron Vlaar",29,1,0,0,0,0,0,0,0,79,76,4,0,3,4,0,1,8,0,2,1,1,0,0,0,0,0,0,0,0,0,4,3,0,0
"61",14149,"Brazil","Arquero","-GK-",186,80,"Julio Cesar","Soares De Espindola",1979-09-02 19:00:00,15,"GK","Goalkeeper","Julio César",34,1,0,0,1,0,0,0,0,10,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0
"8",14244,"Argentina","Defensa","-DL-DR-",174,74,"Pablo","Zabaleta",1985-01-15 19:00:00,8,"D(LR)","Defender (Left, Right)","Pablo Zabaleta",29,1,0,0,0,0,0,0,0,22,19,0,0,3,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0
"18",14260,"Argentina","Delantero","-AMC-AML-FW-",173,70,"Sergio","Agüero",1988-06-01 19:00:00,18,"AM(CL),FW","Attacking Midfielder (Center, Left) / Forward","Sergio Agüero",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",14296,"France","Delantero","-AML-AMR-FW-",187,79,"Karim","Benzema",1987-12-18 19:00:00,2,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Karim Benzema",26,1,0,0,0,0,0,0,0,12,11,0,1,1,0,1,0,1,0,7,2,0,0,0,3,0,1,1,0,1,1,0,0,0,0
"19",14871,"Argentina","Delantero","-AMC-AML-AMR-FW-",175,66,"Rodrigo","Palacio",1982-02-04 19:00:00,19,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Rodrigo Palacio",32,0,1,0,0,0,0,0,0,12,10,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"57",15418,"Brazil","Delantero","-FW-",185,75,"Frederico","Chaves Guedes",1983-10-02 19:00:00,11,"FW","Forward","Fred",30,1,0,0,0,0,0,0,0,24,17,2,2,0,1,4,0,2,0,1,0,0,0,0,0,3,0,2,1,0,0,2,1,0,0
"38",15834,"Belgium","Mediocampo","-AMC-AML-AMR-FW-",179,68,"Kevin","Mirallas",1987-10-04 19:00:00,15,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Kevin Mirallas",26,1,0,1,0,0,0,0,0,12,9,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3,1,0,0,0,0,0
"182",16243,"Netherlands","Defensa","-DR-",178,72,"Paul","Verhaegh",1983-08-31 19:00:00,21,"D(R)","Defender (Right)","Paul Verhaegh",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",16696,"Brazil","Delantero","-FW-",191,78,"João Alves","de Assis Silva",1987-03-19 19:00:00,17,"FW","Forward","Jô",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12",16844,"Argentina","Delantero","-AMC-AML-AMR-FW-",173,75,"Ezequiel","Lavezzi",1985-05-02 19:00:00,12,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Ezequiel Lavezzi",29,1,0,1,0,0,0,0,0,25,19,0,0,3,1,0,0,1,1,1,0,0,0,1,2,1,0,2,0,3,1,1,0,0,0
"56",16886,"Brazil","Delantero","-AML-AMR-FW-",180,85,"Givanildo","Vieira de Souza",1986-07-24 19:00:00,10,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Hulk",27,1,0,1,0,0,0,0,0,21,18,4,1,1,0,4,0,4,0,3,2,0,0,1,2,3,0,1,0,1,0,1,0,0,0
"62",17108,"Brazil","Mediocampo","-MC-",180,76,"Anderson Hernanes","de Carvalho Andrade Lima",1985-05-28 19:00:00,16,"M(C)","Midfielder (Center)","Hernanes",29,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"93",17455,"Costa Rica","Defensa","-DL-",188,76,"Roy","Miller",1984-11-23 19:00:00,1,"D(L)","Defender (Left)","Roy Miller",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",17456,"Costa Rica","Delantero",NA,173,69,"Randall","Brenes",1983-08-12 19:00:00,16,"FW","Forward","Randall Brenes",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",17651,"Argentina","Mediocampo","-DMC-",178,73,"Fernando","Gago",1986-04-09 18:00:00,11,"DM(C)","Defensive Midfielder (Center)","Fernando Gago",28,0,1,0,0,0,0,0,0,6,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"119",17778,"France","Mediocampo","-DMC-ML-",175,70,"Blaise","Matuidi",1987-04-08 19:00:00,4,"DM(C),M(L)","Defensive Midfielder (Center) / Midfielder (Left)","Blaise Matuidi",27,1,0,0,0,0,0,0,0,34,25,0,0,2,0,1,0,0,1,1,1,0,0,0,2,2,0,3,2,2,0,4,0,0,0
"23",18208,"Argentina","Arquero","-GK-",194,87,"Mariano","Andujar",1983-07-29 19:00:00,23,"GK","Goalkeeper","Mariano Andujar",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",19087,"Netherlands","Mediocampo","-MC-MR-",174,70,"Jonathan","de Guzmán",1987-09-12 19:00:00,16,"M(CR)","Midfielder (Center, Right)","Jonathan de Guzmán",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",19119,"Brazil","Mediocampo","-DMC-",179,67,"Fernando","Luiz Rosa",1985-05-03 19:00:00,8,"DM(C)","Defensive Midfielder (Center)","Fernandinho",29,1,0,0,0,0,0,0,0,35,32,2,1,5,1,4,0,4,3,1,0,0,0,0,3,3,0,0,0,1,0,6,5,0,0
"43",19155,"Belgium","Mediocampo","-DMC-",173,64,"Steven","Defour",1988-04-14 19:00:00,20,"DM(C)","Defensive Midfielder (Center)","Steven Defour",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184",19270,"Netherlands","Arquero","-GK-",183,84,"Michel","Vorm",1983-10-19 19:00:00,23,"GK","Goalkeeper","Michel Vorm",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",19471,"France","Defensa","-DC-DR-",176,72,"Bacary","Sagna",1983-02-13 19:00:00,1,"D(CR)","Defender (Center, Right)","Bacary Sagna",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",19582,"Belgium","Defensa","-DC-",188,83,"Nicolas","Lombaerts",1985-03-19 19:00:00,2,"D(C)","Defender (Center)","Nicolas Lombaerts",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",19661,"Belgium","Defensa",NA,180,65,"Laurent","Ciman",1985-08-04 19:00:00,21,"D","Defender","Laurent Ciman",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14",19729,"Argentina","Delantero","-AMR-FW-",184,79,"Gonzalo","Higuaín",1987-12-09 19:00:00,14,"AM(R),FW","Attacking Midfielder (Right) / Forward","Gonzalo Higuaín",26,1,0,1,0,0,0,1,0,23,19,0,2,1,1,1,0,0,1,3,1,0,0,0,1,3,1,4,3,0,0,3,2,0,0
"10",20037,"Argentina","Defensa",NA,188,78,"José","Basanta",1984-04-02 18:00:00,10,"D","Defender","José Basanta",30,1,0,0,0,0,0,0,0,27,21,0,3,1,3,1,3,6,0,0,0,0,0,0,0,1,0,1,0,2,1,1,1,0,0
"53",20241,"Brazil","Defensa","-DL-MC-ML-",174,75,"Marcelo Vieira","Da Silva Junior",1988-05-11 19:00:00,7,"D(L),M(CL)","Defender (Left) / Midfielder (Center, Left)","Marcelo",26,1,0,0,0,0,0,0,0,31,27,0,1,4,3,5,1,4,0,2,0,0,0,2,1,2,0,0,1,2,0,1,1,0,0
"96",20960,"Costa Rica","Defensa",NA,183,78,"Michael","Umaña",1982-07-15 19:00:00,4,"D","Defender","Michael Umaña",31,1,0,0,1,0,0,0,0,27,22,2,1,1,2,1,2,7,3,0,0,0,0,0,0,1,0,0,0,0,0,7,6,0,0
"103",20969,"Costa Rica","Mediocampo","-MR-",175,67,"Christian","Bolaños",1984-05-16 19:00:00,11,"M(R)","Midfielder (Right)","Christian Bolaños",30,1,0,0,0,0,0,0,0,27,16,1,3,1,1,2,0,1,3,3,0,2,0,1,1,1,0,3,0,5,1,5,1,1,0
"140",21541,"Germany","Defensa","-DC-DMC-",192,90,"Mats","Hummels",1988-12-15 19:00:00,2,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Mats Hummels",25,1,0,0,0,0,0,1,0,40,34,2,1,0,2,1,1,7,2,2,1,3,0,0,0,1,0,0,0,0,0,4,3,0,0
"26",21778,"Belgium","Defensa","-DC-DL-",189,86,"Jan","Vertonghen",1987-04-23 19:00:00,3,"D(CL)","Defender (Center, Left)","Jan Vertonghen",27,1,0,0,0,0,0,0,0,37,28,0,0,2,0,0,0,1,1,0,0,2,0,2,4,2,0,1,2,5,2,6,2,0,0
"16",22117,"Argentina","Mediocampo","-MC-",177,71,"Enzo","Pérez",1986-02-21 19:00:00,16,"M(C)","Midfielder (Center)","Enzo Pérez",28,0,1,0,0,0,0,0,0,18,17,0,0,2,0,0,0,0,2,0,0,0,0,1,1,1,0,2,2,0,0,2,2,0,0
"17",22205,"Argentina","Mediocampo","-DMC-",178,63,"Lucas","Biglia",1986-01-29 19:00:00,17,"DM(C)","Defensive Midfielder (Center)","Lucas Biglia",28,1,0,0,1,0,0,0,0,36,32,2,1,1,2,3,0,3,1,0,0,0,0,2,0,3,0,1,0,0,0,1,1,0,0
"181",22319,"Netherlands","Arquero","-GK-",188,74,"Tim","Krul",1988-04-02 18:00:00,20,"GK","Goalkeeper","Tim Krul",26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",22701,"Colombia","Mediocampo","-AMC-",183,77,"Fredy","Guarín",1986-06-29 19:00:00,16,"AM(C)","Attacking Midfielder (Center)","Fredy Guarín",28,1,0,0,0,0,0,0,0,40,31,2,0,3,2,2,0,0,3,2,0,0,0,1,1,2,0,3,0,2,0,2,1,1,0
"32",22738,"Belgium","Mediocampo","-MC-",194,85,"Marouane","Fellaini",1987-11-21 19:00:00,9,"M(C)","Midfielder (Center)","Marouane Fellaini",26,1,0,0,0,0,0,0,0,44,32,6,5,2,0,5,0,0,2,1,0,0,0,0,0,1,3,1,1,1,0,0,0,2,0
"133",23054,"France","Delantero","-AML-AMR-FW-",185,80,"Loïc","Remy",1987-01-01 19:00:00,18,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Loïc Remy",27,0,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0,0,0
"37",23100,"Belgium","Mediocampo","-AML-AMR-",164,61,"Dries","Mertens",1987-05-05 19:00:00,14,"AM(LR)","Attacking Midfielder (Left, Right)","Dries Mertens",27,0,1,0,0,0,0,0,0,9,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0
"2",23110,"Argentina","Mediocampo","-AMC-AML-AMR-",180,70,"Ángel","Di María",1988-02-13 19:00:00,2,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Ángel Di María",26,1,0,1,0,0,0,0,0,8,6,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,1,1,0,0,2,2,0,0
"145",23589,"Germany","Defensa","-DC-DL-DR-",192,90,"Jerome","Boateng",1988-09-02 19:00:00,7,"D(CLR)","Defender (Center, Left, Right)","Jerome Boateng",25,1,0,0,0,0,0,0,0,49,35,3,1,1,3,0,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,12,4,0,0
"105",23816,"Costa Rica","Delantero","-AMC-",186,81,"Celso","Borges",1988-05-26 19:00:00,13,"AM(C)","Attacking Midfielder (Center)","Celso Borges",26,1,0,0,0,0,0,0,0,30,26,2,1,1,2,1,0,9,1,0,0,0,0,1,0,1,0,0,4,0,0,4,3,0,0
"97",24372,"Costa Rica","Defensa","-DL-",185,76,"Júnior Enrique","Díaz Campbell",1983-09-11 19:00:00,5,"D(L)","Defender (Left)","Júnior Díaz",30,1,0,0,1,0,0,0,0,26,14,2,5,3,0,3,0,9,4,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0
"83",24419,"Colombia","Defensa","-DL-ML-",174,73,"Pablo","Armero",1986-11-01 19:00:00,14,"D(L),M(L)","Defender (Left) / Midfielder (Left)","Pablo Armero",27,1,0,0,0,0,0,0,0,27,22,0,1,-1,2,0,0,4,0,0,0,0,0,1,1,2,1,0,1,5,1,4,1,0,0
"81",24420,"Colombia","Delantero","-AML-FW-",185,74,"Adrián","Ramos",1986-01-21 19:00:00,12,"AM(L),FW","Attacking Midfielder (Left) / Forward","Adrián Ramos",28,0,1,0,0,0,0,0,0,13,9,1,2,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,1,0,0,0
"131",24444,"France","Delantero","-FW-",192,88,"Olivier","Giroud",1986-09-29 19:00:00,16,"FW","Forward","Olivier Giroud",27,0,1,0,0,0,0,0,0,2,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
