"","TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"15","Argentina","Delantero","-AMC-AML-AMR-FW-",173,75,"Ezequiel","Lavezzi",1985-05-02 19:00:00,15,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Ezequiel Lavezzi",29,1,0,1,0,0,0,0,0,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,3,0,0,0,0,0
"32","Brazil","Delantero","-AML-AMR-FW-",180,85,"Givanildo","Vieira de Souza",1986-07-24 19:00:00,9,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Hulk",28,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0
"37","Brazil","Mediocampo","-MC-",180,76,"Anderson Hernanes","de Carvalho Andrade Lima",1985-05-28 19:00:00,14,"M(C)","Midfielder (Center)","Hernanes",29,0,1,0,0,0,0,0,0,20,17,0,0,3,1,3,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,3,2,0,0
"11","Argentina","Mediocampo","-DMC-",178,73,"Fernando","Gago",1986-04-09 18:00:00,11,"DM(C)","Defensive Midfielder (Center)","Fernando Gago",28,0,1,0,0,0,0,0,0,23,17,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,2,2,1,0
"23","Argentina","Arquero","-GK-",194,87,"Mariano","Andujar",1983-07-29 19:00:00,23,"GK","Goalkeeper","Mariano Andujar",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85","Netherlands","Mediocampo","-MC-MR-",174,70,"Jonathan","de Guzmán",1987-09-12 19:00:00,16,"M(CR)","Midfielder (Center, Right)","Jonathan de Guzmán",26,1,0,0,1,0,0,0,0,33,29,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,3,3,0,0
"34","Brazil","Mediocampo","-DMC-",179,67,"Fernando","Luiz Rosa",1985-05-03 19:00:00,11,"DM(C)","Defensive Midfielder (Center)","Fernandinho",29,0,1,0,1,0,0,0,0,50,42,0,0,3,0,2,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0
"90","Netherlands","Arquero","-GK-",183,84,"Michel","Vorm",1983-10-19 19:00:00,21,"GK","Goalkeeper","Michel Vorm",30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","Argentina","Delantero","-AMR-FW-",184,79,"Gonzalo","Higuaín",1987-12-09 19:00:00,16,"AM(R),FW","Attacking Midfielder (Right) / Forward","Gonzalo Higuaín",26,1,0,1,0,0,0,0,0,16,12,0,3,0,0,1,0,1,0,2,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0
"10","Argentina","Defensa",NA,188,78,"José","Basanta",1984-04-02 18:00:00,10,"D","Defender","José Basanta",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","Brazil","Defensa","-DL-MC-ML-",174,75,"Marcelo Vieira","Da Silva Junior",1988-05-11 19:00:00,7,"D(L),M(CL)","Defender (Left) / Midfielder (Center, Left)","Marcelo",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","Germany","Defensa","-DC-DMC-",192,90,"Mats","Hummels",1988-12-15 19:00:00,2,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Mats Hummels",25,1,0,0,0,0,0,0,0,54,51,3,0,6,4,1,1,6,3,0,0,0,0,0,0,0,0,1,1,0,0,8,8,0,0
"14","Argentina","Mediocampo","-MC-",177,71,"Enzo","Pérez",1986-02-21 19:00:00,14,"M(C)","Midfielder (Center)","Enzo Pérez",28,1,0,1,0,0,0,0,0,27,24,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0
"17","Argentina","Mediocampo","-DMC-",178,63,"Lucas","Biglia",1986-01-29 19:00:00,17,"DM(C)","Defensive Midfielder (Center)","Lucas Biglia",28,1,0,0,0,0,0,0,0,48,38,2,1,0,3,2,1,0,1,1,0,0,0,1,0,4,0,1,2,0,0,5,4,2,1
"91","Netherlands","Arquero","-GK-",188,74,"Tim","Krul",1988-04-02 18:00:00,22,"GK","Goalkeeper","Tim Krul",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","Argentina","Mediocampo","-AMC-AML-AMR-",180,70,"Ángel","Di María",1988-02-13 19:00:00,2,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Ángel Di María",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","Germany","Defensa","-DC-DL-DR-",192,90,"Jerome","Boateng",1988-09-02 19:00:00,7,"D(CLR)","Defender (Center, Left, Right)","Jerome Boateng",25,1,0,0,0,0,0,0,0,76,64,4,2,6,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0
"52","Germany","Defensa","-DC-DL-DR-",187,80,"Benedikt","Höwedes",1988-02-28 19:00:00,6,"D(CLR)","Defender (Center, Left, Right)","Benedikt Höwedes",26,1,0,0,1,0,0,0,0,54,48,0,0,2,1,2,1,4,1,1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0
"22","Argentina","Mediocampo","-AMC-AML-AMR-",177,71,"Augusto","Fernández",1986-04-09 18:00:00,22,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Augusto Fernández",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","Argentina","Arquero",NA,190,83,"Agustín","Orión",1981-07-25 19:00:00,21,"GK","Goalkeeper","Agustín Orión",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","Netherlands","Delantero","-AML-AMR-FW-",178,80,"Jeremain","Lens",1987-11-23 19:00:00,19,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Jeremain Lens",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","Brazil","Defensa","-DC-DMC-",189,86,"David","Luiz Moreira Marinho",1987-04-21 19:00:00,4,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","David Luiz",27,1,0,0,0,0,0,0,0,63,48,3,1,2,2,0,0,3,1,3,1,0,0,0,0,3,0,0,0,0,0,14,4,0,0
"36","Brazil","Mediocampo","-MC-ML-MR-",180,70,"Ramires","Santos do Nascimento",1987-03-23 19:00:00,13,"M(CLR)","Midfielder (Center, Left, Right)","Ramires",27,1,0,1,0,0,0,0,0,14,10,1,1,2,2,2,0,0,1,1,0,0,0,0,2,2,0,3,2,2,0,0,0,0,0
"29","Brazil","Defensa","-DC-",183,79,"Thiago Emiliano","da Silva",1984-09-21 19:00:00,6,"D(C)","Defender (Center)","Thiago Silva",29,1,0,0,1,0,0,0,0,47,40,0,0,3,3,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0,5,4,0,0
"38","Brazil","Mediocampo","-AMC-AML-AMR-",175,75,"Willian","Borges Da Silva",1988-08-08 19:00:00,15,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Willian",26,1,0,0,0,0,0,0,0,58,55,0,2,1,0,2,0,0,2,0,0,0,0,2,3,1,0,0,0,4,1,4,4,1,1
"66","Germany","Defensa","-DR-MC-ML-MR-",186,72,"Kevin","Großkreutz",1988-07-18 19:00:00,20,"D(R),M(CLR)","Defender (Right) / Midfielder (Center, Left, Right)","Kevin Großkreutz",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","Germany","Mediocampo","-MC-ML-MR-",182,78,"Toni","Kroos",1990-01-03 19:00:00,3,"M(CLR)","Midfielder (Center, Left, Right)","Toni Kroos",24,1,0,0,0,0,0,0,0,107,90,0,2,3,2,4,0,0,1,3,1,0,0,1,0,1,0,1,0,6,1,17,13,0,0
"74","Netherlands","Defensa","-DR-",185,80,"Daryl","Janmaat",1989-07-21 19:00:00,5,"D(R)","Defender (Right)","Daryl Janmaat",25,0,1,0,0,0,0,0,1,12,11,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0
"81","Netherlands","Mediocampo","-AMC-",173,69,"Georginio","Wijnaldum",1990-11-10 19:00:00,12,"AM(C)","Attacking Midfielder (Center)","Georginio Wijnaldum",23,1,0,0,0,0,0,1,0,41,37,2,1,0,0,1,0,2,2,2,1,0,0,0,4,4,1,0,0,0,0,5,4,0,0
"45","Brazil","Arquero","-GK-",190,80,"Jefferson","de Oliveira Galvao",1983-01-01 19:00:00,22,"GK","Goalkeeper","Jefferson",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13","Argentina","Arquero","-GK-",192,83,"Sergio","Romero",1987-02-21 19:00:00,13,"GK","Goalkeeper","Sergio Romero",27,1,0,0,0,0,0,0,0,96,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,26,0,0
"76","Netherlands","Mediocampo","-MC-",188,79,"Leroy","Fer",1990-01-04 19:00:00,7,"M(C)","Midfielder (Center)","Leroy Fer",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","Brazil","Mediocampo","-MC-",181,77,"José Paulo","Bezerra Maciel Júnior",1988-07-24 19:00:00,10,"M(C)","Midfielder (Center)","Paulinho",26,1,0,1,0,0,0,0,0,14,12,1,1,1,3,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0
"47","Germany","Mediocampo","-AMC-AML-AMR-FW-",186,75,"Thomas","Müller",1989-09-12 19:00:00,1,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Thomas Müller",24,1,0,0,0,0,0,0,0,58,45,2,3,1,2,3,0,1,0,0,0,0,0,2,3,1,2,2,4,5,0,3,1,0,0
"46","Brazil","Arquero","-GK-",193,84,"Victor Leandro","Bagy",1983-01-20 19:00:00,23,"GK","Goalkeeper","Victor",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","Brazil","Defensa","-DC-DR-",187,84,"Henrique","Adriano Buss",1986-10-13 19:00:00,17,"D(CR)","Defender (Center, Right)","Henrique",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","Brazil","Mediocampo","-AMC-AML-AMR-",179,67,"Oscar","dos Santos Emboaba Junior",1991-09-08 19:00:00,3,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Oscar",22,1,0,0,1,0,0,0,0,52,44,0,2,0,0,2,0,0,2,3,1,0,0,2,4,4,0,0,4,4,2,4,4,0,0
"20","Argentina","Mediocampo","-AMC-AML-AMR-",188,73,"Ricardo","Álvarez",1988-04-11 19:00:00,20,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Ricardo Álvarez",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","Brazil","Mediocampo","-DC-DL-DMC-",187,80,"Luiz Gustavo","Dias",1987-07-22 19:00:00,5,"D(CL),DM(C)","Defender (Center, Left) / Defensive Midfielder (Center)","Luiz Gustavo",27,1,0,1,0,0,0,0,0,32,29,1,1,0,1,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,6,5,0,0
"7","Argentina","Defensa","-DC-",190,83,"Federico","Fernández",1989-02-20 19:00:00,7,"D(C)","Defender (Center)","Federico Fernández",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","Brazil","Delantero","-AMC-AML-AMR-",174,64,"Neymar da Silva","Santos Júnior",1992-02-04 19:00:00,1,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Neymar",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","Germany","Arquero","-GK-",188,83,"Ron-Robert","Zieler",1989-02-11 19:00:00,23,"GK","Goalkeeper","Ron-Robert Zieler",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73","Netherlands","Mediocampo","-DL-DMC-ML-",180,72,"Daley","Blind",1990-03-08 19:00:00,4,"D(L),DM(C),M(L)","Defender (Left) / Defensive Midfielder (Center) / Midfielder (Left)","Daley Blind",24,1,0,1,0,0,0,1,0,26,23,1,0,0,2,1,0,3,2,1,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0
"5","Argentina","Defensa","-DC-DL-",187,80,"Marcos","Rojo",1990-03-19 19:00:00,5,"D(CL)","Defender (Center, Left)","Marcos Rojo",24,1,0,0,0,0,0,0,0,33,21,1,2,3,3,1,0,5,1,0,0,1,0,2,0,1,0,2,1,4,3,2,1,0,0
"57","Germany","Mediocampo","-AMC-AML-AMR-FW-",183,72,"André","Schürrle",1990-11-05 19:00:00,11,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","André Schürrle",23,0,1,0,0,0,0,0,1,55,48,1,1,3,1,2,0,0,0,2,1,0,0,2,0,0,0,2,3,2,1,2,2,0,0
"56","Germany","Mediocampo","-AMC-AML-AMR-FW-",176,64,"Mario","Götze",1992-06-02 19:00:00,10,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Mario Götze",22,0,1,0,0,0,0,1,0,16,13,2,1,0,0,1,0,1,0,2,2,0,0,1,0,0,0,0,1,1,1,1,0,0,0
"61","Germany","Defensa","-DC-DR-",184,73,"Shkodran","Mustafi",1992-04-16 19:00:00,15,"D(CR)","Defender (Center, Right)","Shkodran Mustafi",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71","Netherlands","Defensa","-DC-",189,78,"Stefan","de Vrij",1992-02-04 19:00:00,2,"D(C)","Defender (Center)","Stefan de Vrij",22,1,0,0,0,0,0,0,0,35,25,3,0,4,5,2,0,5,0,0,0,1,0,0,4,1,0,0,0,1,0,4,1,0,0
"80","Netherlands","Mediocampo","-MC-",169,66,"Jordy","Clasie",1991-06-26 19:00:00,11,"M(C)","Midfielder (Center)","Jordy Clasie",23,1,0,1,0,0,0,0,0,29,24,2,0,4,4,1,0,3,2,0,0,0,0,0,1,1,0,1,0,1,1,2,1,0,0
"84","Netherlands","Defensa","-DC-DL-",187,76,"Bruno","Martins Indi",1992-02-07 19:00:00,15,"D(CL)","Defender (Center, Left)","Bruno Martins Indi",22,1,0,0,0,0,0,0,0,30,27,1,1,2,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0
"83","Netherlands","Arquero","-GK-",188,82,"Jasper","Cillessen",1989-04-21 19:00:00,14,"GK","Goalkeeper","Jasper Cillessen",25,1,0,1,0,0,0,0,0,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0
"62","Germany","Mediocampo","-AMC-AML-",185,74,"Julian","Draxler",1993-09-19 19:00:00,16,"AM(CL)","Attacking Midfielder (Center, Left)","Julian Draxler",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","Brazil","Mediocampo",NA,166,57,"Bernard","Anício Caldeira Duarte",1992-09-07 19:00:00,16,"M","Midfielder","Bernard",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
